name	chrom	strand	TSS	geneId	geneName
ENSMUST00000152733.1	chr4	-	119294500	ENSMUSG00000028639.14	Ybx1
ENSMUST00000044564.14	chr4	+	119539660	ENSMUSG00000032998.16	Foxj3
ENSMUST00000162267.7	chr4	+	119539684	ENSMUSG00000032998.16	Foxj3
ENSMUST00000106310.8	chr4	+	119539687	ENSMUSG00000032998.16	Foxj3
ENSMUST00000161196.1	chr4	+	119539691	ENSMUSG00000032998.16	Foxj3
ENSMUST00000138845.8	chr4	+	119539697	ENSMUSG00000032998.16	Foxj3
ENSMUST00000131413.1	chr4	+	119539706	ENSMUSG00000032998.16	Foxj3
ENSMUST00000137560.7	chr4	+	119539778	ENSMUSG00000032998.16	Foxj3
ENSMUST00000160219.1	chr4	+	119540521	ENSMUSG00000032998.16	Foxj3
ENSMUST00000133097.1	chr4	+	119621341	ENSMUSG00000032998.16	Foxj3
ENSMUST00000084306.4	chr4	+	119733795	ENSMUSG00000028634.17	Hivep3
ENSMUST00000136547.1	chr4	+	119814354	ENSMUSG00000028634.17	Hivep3
ENSMUST00000166542.2	chr4	+	120094488	ENSMUSG00000028634.17	Hivep3
ENSMUST00000102656.3	chr4	-	120287349	ENSMUSG00000052135.8	Foxo6
ENSMUST00000120779.7	chr4	-	120815712	ENSMUSG00000032897.17	Nfyc
ENSMUST00000043429.11	chr4	-	120825706	ENSMUSG00000032897.17	Nfyc
ENSMUST00000118902.7	chr4	-	120831572	ENSMUSG00000032897.17	Nfyc
ENSMUST00000127030.7	chr4	-	120762175	ENSMUSG00000032897.17	Nfyc
ENSMUST00000097906.11	chr4	-	120790481	ENSMUSG00000032897.17	Nfyc
ENSMUST00000145029.1	chr4	-	120765433	ENSMUSG00000032897.17	Nfyc
ENSMUST00000148081.1	chr4	-	120768217	ENSMUSG00000032897.17	Nfyc
ENSMUST00000134979.7	chr4	-	120825684	ENSMUSG00000032897.17	Nfyc
ENSMUST00000136236.7	chr4	-	120825696	ENSMUSG00000032897.17	Nfyc
ENSMUST00000145658.1	chr4	-	120825707	ENSMUSG00000032897.17	Nfyc
ENSMUST00000106280.7	chr4	-	120951699	ENSMUSG00000064141.14	Zfp69
ENSMUST00000106281.2	chr4	-	120949434	ENSMUSG00000064141.14	Zfp69
ENSMUST00000130702.1	chr4	-	120947816	ENSMUSG00000064141.14	Zfp69
ENSMUST00000132839.1	chr4	-	120934686	ENSMUSG00000064141.14	Zfp69
ENSMUST00000168615.7	chr4	-	121188534	ENSMUSG00000049878.13	Rlf
ENSMUST00000056635.12	chr4	-	121215084	ENSMUSG00000049878.13	Rlf
ENSMUST00000142647.1	chr4	-	121188534	ENSMUSG00000049878.13	Rlf
ENSMUST00000222814.1	chr4	-	121215084	ENSMUSG00000049878.13	Rlf
ENSMUST00000144998.1	chr4	+	122995651	ENSMUSG00000028654.13	Mycl
ENSMUST00000106252.8	chr4	+	122995943	ENSMUSG00000028654.13	Mycl
ENSMUST00000030407.7	chr4	+	122996098	ENSMUSG00000028654.13	Mycl
ENSMUST00000135925.1	chr4	+	122998879	ENSMUSG00000028654.13	Mycl
ENSMUST00000147259.1	chr4	+	122999338	ENSMUSG00000028654.13	Mycl
ENSMUST00000040821.4	chr4	+	123233555	ENSMUSG00000032744.4	Heyl
ENSMUST00000151870.1	chr4	+	123233852	ENSMUSG00000032744.4	Heyl
ENSMUST00000127172.1	chr4	+	123239756	ENSMUSG00000032744.4	Heyl
ENSMUST00000053491.8	chr4	+	124656806	ENSMUSG00000090125.3	Pou3f1
ENSMUST00000106193.7	chr4	+	124802103	ENSMUSG00000028890.13	Mtf1
ENSMUST00000138807.7	chr4	+	124802548	ENSMUSG00000028890.13	Mtf1
ENSMUST00000030723.2	chr4	+	124802548	ENSMUSG00000028890.13	Mtf1
ENSMUST00000147452.1	chr4	+	124802581	ENSMUSG00000028890.13	Mtf1
ENSMUST00000175875.1	chr4	+	124802677	ENSMUSG00000028890.13	Mtf1
ENSMUST00000048194.7	chr4	-	126736240	ENSMUSG00000042477.7	Tfap2e
ENSMUST00000053830.4	chr4	-	128260957	ENSMUSG00000048686.4	Hmgb4
ENSMUST00000084276.11	chr4	-	128589962	ENSMUSG00000061894.15	Zscan20
ENSMUST00000097877.8	chr4	-	128610098	ENSMUSG00000061894.15	Zscan20
ENSMUST00000135309.1	chr4	-	128610042	ENSMUSG00000061894.15	Zscan20
ENSMUST00000151226.1	chr4	-	128610034	ENSMUSG00000061894.15	Zscan20
ENSMUST00000147876.1	chr4	-	128609995	ENSMUSG00000061894.15	Zscan20
ENSMUST00000141040.1	chr4	-	128609981	ENSMUSG00000061894.15	Zscan20
ENSMUST00000106072.8	chr4	-	128806045	ENSMUSG00000028799.15	Zfp362
ENSMUST00000071108.13	chr4	-	128794888	ENSMUSG00000028799.15	Zfp362
ENSMUST00000170934.2	chr4	-	128806045	ENSMUSG00000028799.15	Zfp362
ENSMUST00000138371.1	chr4	-	128790092	ENSMUSG00000028799.15	Zfp362
ENSMUST00000053042.5	chr4	-	129440818	ENSMUSG00000048485.12	Zbtb8b
ENSMUST00000106046.7	chr4	-	129440853	ENSMUSG00000048485.12	Zbtb8b
ENSMUST00000132556.1	chr4	-	129432529	ENSMUSG00000048485.12	Zbtb8b
ENSMUST00000124364.1	chr4	-	129440820	ENSMUSG00000048485.12	Zbtb8b
ENSMUST00000131763.1	chr4	-	132234906	ENSMUSG00000028901.13	Gmeb1
ENSMUST00000125534.1	chr4	-	132246068	ENSMUSG00000028901.13	Gmeb1
ENSMUST00000126542.1	chr4	-	132254252	ENSMUSG00000028901.13	Gmeb1
ENSMUST00000042706.2	chr4	+	133553375	ENSMUSG00000037583.2	Nr0b2
ENSMUST00000168582.1	chr4	-	133720776	ENSMUSG00000007880.16	Arid1a
ENSMUST00000139709.2	chr4	-	133723879	ENSMUSG00000007880.16	Arid1a
ENSMUST00000051674.2	chr4	-	134018841	ENSMUSG00000050966.9	Lin28a
ENSMUST00000176113.7	chr4	-	134012386	ENSMUSG00000050966.9	Lin28a
ENSMUST00000176292.1	chr4	-	134009411	ENSMUSG00000050966.9	Lin28a
ENSMUST00000176897.1	chr4	-	134018382	ENSMUSG00000050966.9	Lin28a
ENSMUST00000105884.1	chr4	+	134053837	ENSMUSG00000049410.8	Zfp683
ENSMUST00000119564.1	chr4	+	135152495	ENSMUSG00000070691.10	Runx3
ENSMUST00000156478.1	chr4	+	135152937	ENSMUSG00000070691.10	Runx3
ENSMUST00000137027.1	chr4	+	135153159	ENSMUSG00000070691.10	Runx3
ENSMUST00000140642.1	chr4	+	135153504	ENSMUSG00000070691.10	Runx3
ENSMUST00000127109.1	chr4	+	135154435	ENSMUSG00000070691.10	Runx3
ENSMUST00000105855.1	chr4	-	135573630	ENSMUSG00000037188.7	Grhl3
ENSMUST00000008016.2	chr4	+	136143496	ENSMUSG00000007872.3	Id3
ENSMUST00000151001.1	chr4	+	136143863	ENSMUSG00000007872.3	Id3
ENSMUST00000133946.1	chr4	+	136144973	ENSMUSG00000007872.3	Id3
ENSMUST00000144217.7	chr4	+	136284682	ENSMUSG00000051351.14	Zfp46
ENSMUST00000130223.7	chr4	+	136284774	ENSMUSG00000051351.14	Zfp46
ENSMUST00000132649.1	chr4	+	136285068	ENSMUSG00000051351.14	Zfp46
ENSMUST00000069195.4	chr4	+	136286066	ENSMUSG00000051351.14	Zfp46
ENSMUST00000130658.1	chr4	+	136286103	ENSMUSG00000051351.14	Zfp46
ENSMUST00000049583.7	chr4	-	137048695	ENSMUSG00000060862.10	Zbtb40
ENSMUST00000218160.1	chr4	-	136991662	ENSMUSG00000060862.10	Zbtb40
ENSMUST00000145505.1	chr4	-	137048801	ENSMUSG00000060862.10	Zbtb40
ENSMUST00000030508.13	chr4	-	139833528	ENSMUSG00000028736.13	Pax7
ENSMUST00000174681.1	chr4	-	139833007	ENSMUSG00000028736.13	Pax7
ENSMUST00000006377.12	chr4	+	141444653	ENSMUSG00000006215.12	Zbtb17
ENSMUST00000142438.7	chr4	+	141444683	ENSMUSG00000006215.12	Zbtb17
ENSMUST00000142020.7	chr4	+	141444698	ENSMUSG00000006215.12	Zbtb17
ENSMUST00000144899.1	chr4	+	141444705	ENSMUSG00000006215.12	Zbtb17
ENSMUST00000142695.1	chr4	+	141463382	ENSMUSG00000006215.12	Zbtb17
ENSMUST00000123477.1	chr4	+	141464817	ENSMUSG00000006215.12	Zbtb17
ENSMUST00000130482.1	chr4	+	141465414	ENSMUSG00000006215.12	Zbtb17
ENSMUST00000154280.7	chr4	-	143194735	ENSMUSG00000057637.13	Prdm2
ENSMUST00000134791.1	chr4	-	143212709	ENSMUSG00000057637.13	Prdm2
ENSMUST00000156909.1	chr4	-	143212995	ENSMUSG00000057637.13	Prdm2
ENSMUST00000105742.7	chr4	+	145510758	ENSMUSG00000078503.9	Zfp990
ENSMUST00000128939.1	chr4	+	145510776	ENSMUSG00000078503.9	Zfp990
ENSMUST00000136309.7	chr4	+	145510790	ENSMUSG00000078503.9	Zfp990
ENSMUST00000105741.1	chr4	+	145514883	ENSMUSG00000078503.9	Zfp990
ENSMUST00000105738.8	chr4	+	145670684	ENSMUSG00000058186.13	Zfp980
ENSMUST00000180014.1	chr4	+	145696160	ENSMUSG00000058186.13	Zfp980
ENSMUST00000166629.1	chr4	+	145899899	ENSMUSG00000078500.3	Zfp986
ENSMUST00000154939.1	chr4	+	146097297	ENSMUSG00000066009.8	Zfp987
ENSMUST00000105730.1	chr4	+	146097311	ENSMUSG00000066009.8	Zfp987
ENSMUST00000091878.5	chr4	+	146097344	ENSMUSG00000066009.8	Zfp987
ENSMUST00000151278.7	chr4	+	146156823	ENSMUSG00000066007.15	Zfp600
ENSMUST00000168483.8	chr4	+	146156823	ENSMUSG00000066007.15	Zfp600
ENSMUST00000092750.11	chr4	+	146157689	ENSMUSG00000066007.15	Zfp600
ENSMUST00000131932.1	chr4	+	146161908	ENSMUSG00000066007.15	Zfp600
ENSMUST00000105733.2	chr4	+	146449022	ENSMUSG00000070605.4	Zfp992
ENSMUST00000140089.6	chr4	+	146514919	ENSMUSG00000056300.14	Zfp981
ENSMUST00000130825.7	chr4	+	146610960	ENSMUSG00000063245.11	Zfp993
ENSMUST00000070932.3	chr4	+	146654926	ENSMUSG00000063245.11	Zfp993
ENSMUST00000146688.2	chr4	+	146971975	ENSMUSG00000086147.2	Zfp989
ENSMUST00000132166.1	chr4	+	146972001	ENSMUSG00000086147.2	Zfp989
ENSMUST00000075775.5	chr4	+	147021849	ENSMUSG00000067919.8	Rex2
ENSMUST00000150197.1	chr4	+	147021877	ENSMUSG00000067919.8	Rex2
ENSMUST00000084149.9	chr4	+	147132037	ENSMUSG00000067916.9	Zfp991
ENSMUST00000151022.1	chr4	+	147150493	ENSMUSG00000067916.9	Zfp991
ENSMUST00000166764.1	chr4	+	147332406	ENSMUSG00000078498.5	Zfp988
ENSMUST00000133078.7	chr4	+	147361302	ENSMUSG00000078497.9	Zfp978
ENSMUST00000154154.1	chr4	+	147361310	ENSMUSG00000078497.9	Zfp978
ENSMUST00000105721.8	chr4	+	147492416	ENSMUSG00000078496.9	Zfp982
ENSMUST00000063704.7	chr4	+	147507599	ENSMUSG00000078496.9	Zfp982
ENSMUST00000139784.7	chr4	+	147553276	ENSMUSG00000065999.13	Zfp985
ENSMUST00000143885.7	chr4	+	147553338	ENSMUSG00000065999.13	Zfp985
ENSMUST00000081742.6	chr4	+	147553338	ENSMUSG00000065999.13	Zfp985
ENSMUST00000105720.7	chr4	-	147642513	ENSMUSG00000066000.12	Zfp979
ENSMUST00000037565.13	chr4	-	147642508	ENSMUSG00000066000.12	Zfp979
ENSMUST00000133006.1	chr4	-	147642496	ENSMUSG00000066000.12	Zfp979
ENSMUST00000127826.1	chr4	-	147642508	ENSMUSG00000066000.12	Zfp979
ENSMUST00000117638.1	chr4	-	147702553	ENSMUSG00000062518.7	Zfp534
ENSMUST00000105734.9	chr4	-	147809788	ENSMUSG00000078495.10	Zfp984
ENSMUST00000122309.1	chr4	-	147775833	ENSMUSG00000078495.10	Zfp984
ENSMUST00000105718.7	chr4	-	147848366	ENSMUSG00000059423.13	Zfp933
ENSMUST00000135798.1	chr4	-	147848366	ENSMUSG00000059423.13	Zfp933
ENSMUST00000128881.1	chr4	+	148804464	ENSMUSG00000028977.17	Casz1
ENSMUST00000140617.1	chr4	+	148889380	ENSMUSG00000028977.17	Casz1
ENSMUST00000147270.1	chr4	+	148901148	ENSMUSG00000028977.17	Casz1
ENSMUST00000139806.1	chr4	+	148933113	ENSMUSG00000028977.17	Casz1
ENSMUST00000239035.1	chr4	+	148947001	ENSMUSG00000028977.17	Casz1
ENSMUST00000105696.7	chr4	-	149137548	ENSMUSG00000073705.10	Cenps
ENSMUST00000030813.9	chr4	-	149137629	ENSMUSG00000073705.10	Cenps
ENSMUST00000177408.1	chr4	-	149137569	ENSMUSG00000073705.10	Cenps
ENSMUST00000132672.1	chr4	-	149130456	ENSMUSG00000073705.10	Cenps
ENSMUST00000176124.7	chr4	-	149137565	ENSMUSG00000073705.10	Cenps
ENSMUST00000150150.2	chr4	-	149132635	ENSMUSG00000073705.10	Cenps
ENSMUST00000105695.1	chr4	-	149137577	ENSMUSG00000073705.10	Cenps
ENSMUST00000129188.1	chr4	+	150281811	ENSMUSG00000039852.17	Rere
ENSMUST00000131600.1	chr4	+	150406393	ENSMUSG00000039852.17	Rere
ENSMUST00000142379.1	chr4	+	150569587	ENSMUSG00000039852.17	Rere
ENSMUST00000219467.1	chr4	+	150615414	ENSMUSG00000039852.17	Rere
ENSMUST00000136646.1	chr4	+	150617265	ENSMUSG00000039852.17	Rere
ENSMUST00000140030.7	chr4	-	151079793	ENSMUSG00000014592.21	Camta1
ENSMUST00000105670.7	chr4	-	151108576	ENSMUSG00000014592.21	Camta1
ENSMUST00000131948.1	chr4	-	151108303	ENSMUSG00000014592.21	Camta1
ENSMUST00000185034.7	chr4	-	151861704	ENSMUSG00000014592.21	Camta1
ENSMUST00000135780.1	chr4	-	151861738	ENSMUSG00000014592.21	Camta1
ENSMUST00000036680.7	chr4	-	151988997	ENSMUSG00000039759.10	Thap3
ENSMUST00000105665.2	chr4	-	151988970	ENSMUSG00000039759.10	Thap3
ENSMUST00000146471.1	chr4	-	151988980	ENSMUSG00000039759.10	Thap3
ENSMUST00000066715.10	chr4	-	152027661	ENSMUSG00000028952.12	Zbtb48
ENSMUST00000155389.7	chr4	-	152027661	ENSMUSG00000028952.12	Zbtb48
ENSMUST00000123696.7	chr4	-	152027671	ENSMUSG00000028952.12	Zbtb48
ENSMUST00000136212.1	chr4	-	152020616	ENSMUSG00000028952.12	Zbtb48
ENSMUST00000147895.1	chr4	-	152022106	ENSMUSG00000028952.12	Zbtb48
ENSMUST00000156748.1	chr4	-	152026444	ENSMUSG00000028952.12	Zbtb48
ENSMUST00000155441.1	chr4	-	152026047	ENSMUSG00000028952.12	Zbtb48
ENSMUST00000131935.1	chr4	-	152027637	ENSMUSG00000028952.12	Zbtb48
ENSMUST00000030782.1	chr4	+	152158866	ENSMUSG00000028940.2	Hes2
ENSMUST00000138991.1	chr4	+	152159548	ENSMUSG00000028940.2	Hes2
ENSMUST00000094438.1	chr4	-	152291662	ENSMUSG00000028946.7	Hes3
ENSMUST00000218045.1	chr4	-	152288605	ENSMUSG00000028946.7	Hes3
ENSMUST00000239448.1	chr4	-	154140208	ENSMUSG00000029026.17	Trp73
ENSMUST00000133533.7	chr4	-	154097173	ENSMUSG00000029026.17	Trp73
ENSMUST00000105644.9	chr4	-	154140208	ENSMUSG00000029026.17	Trp73
ENSMUST00000097762.10	chr4	-	154097173	ENSMUSG00000029026.17	Trp73
ENSMUST00000097763.9	chr4	-	154097167	ENSMUSG00000029026.17	Trp73
ENSMUST00000105643.7	chr4	-	154097167	ENSMUSG00000029026.17	Trp73
ENSMUST00000155642.1	chr4	-	154085322	ENSMUSG00000029026.17	Trp73
ENSMUST00000139634.1	chr4	-	154116605	ENSMUSG00000029026.17	Trp73
ENSMUST00000145217.7	chr4	-	154334852	ENSMUSG00000039410.16	Prdm16
ENSMUST00000156069.1	chr4	-	154334922	ENSMUSG00000039410.16	Prdm16
ENSMUST00000131762.1	chr4	-	154348457	ENSMUSG00000039410.16	Prdm16
ENSMUST00000135064.1	chr4	-	154528765	ENSMUSG00000039410.16	Prdm16
ENSMUST00000049621.6	chr4	+	154960922	ENSMUSG00000048001.7	Hes5
ENSMUST00000151480.1	chr4	+	154960970	ENSMUSG00000048001.7	Hes5
ENSMUST00000123941.7	chr5	+	134184018	ENSMUSG00000015942.9	Gtf2ird2
ENSMUST00000016086.9	chr5	+	134184026	ENSMUSG00000015942.9	Gtf2ird2
ENSMUST00000202061.3	chr5	+	31452430	ENSMUSG00000062761.7	Zfp512
ENSMUST00000076264.7	chr5	+	31452434	ENSMUSG00000062761.7	Zfp512
ENSMUST00000201450.3	chr5	+	31452449	ENSMUSG00000062761.7	Zfp512
ENSMUST00000202244.3	chr5	+	31452515	ENSMUSG00000062761.7	Zfp512
ENSMUST00000201945.1	chr5	+	31453154	ENSMUSG00000062761.7	Zfp512
ENSMUST00000201991.3	chr5	+	53466151	ENSMUSG00000039191.12	Rbpj
ENSMUST00000126335.1	chr5	+	103692373	ENSMUSG00000029313.18	Aff1
ENSMUST00000054979.9	chr5	+	103754161	ENSMUSG00000029313.18	Aff1
ENSMUST00000153165.7	chr5	+	103754563	ENSMUSG00000029313.18	Aff1
ENSMUST00000031256.5	chr5	+	103754572	ENSMUSG00000029313.18	Aff1
ENSMUST00000152145.1	chr5	+	103784358	ENSMUSG00000029313.18	Aff1
ENSMUST00000186219.6	chr5	-	104860070	ENSMUSG00000072774.10	Zfp951
ENSMUST00000191135.1	chr5	-	104859793	ENSMUSG00000072774.10	Zfp951
ENSMUST00000150440.7	chr5	+	105876564	ENSMUSG00000029290.12	Zfp326
ENSMUST00000031227.10	chr5	+	105876567	ENSMUSG00000029290.12	Zfp326
ENSMUST00000136558.7	chr5	+	105876567	ENSMUSG00000029290.12	Zfp326
ENSMUST00000138615.7	chr5	+	105876575	ENSMUSG00000029290.12	Zfp326
ENSMUST00000135215.1	chr5	+	105878769	ENSMUSG00000029290.12	Zfp326
ENSMUST00000147683.1	chr5	+	105904913	ENSMUSG00000029290.12	Zfp326
ENSMUST00000175998.7	chr5	-	136360018	ENSMUSG00000029705.17	Cux1
ENSMUST00000176216.8	chr5	-	136567248	ENSMUSG00000029705.17	Cux1
ENSMUST00000176745.7	chr5	-	136567264	ENSMUSG00000029705.17	Cux1
ENSMUST00000175918.8	chr5	-	136567278	ENSMUSG00000029705.17	Cux1
ENSMUST00000177297.7	chr5	-	136567263	ENSMUSG00000029705.17	Cux1
ENSMUST00000004097.15	chr5	-	136567445	ENSMUSG00000029705.17	Cux1
ENSMUST00000175975.8	chr5	-	136567246	ENSMUSG00000029705.17	Cux1
ENSMUST00000176486.8	chr5	-	136373348	ENSMUSG00000029705.17	Cux1
ENSMUST00000176778.7	chr5	-	136566351	ENSMUSG00000029705.17	Cux1
ENSMUST00000176172.7	chr5	-	136565432	ENSMUSG00000029705.17	Cux1
ENSMUST00000176423.1	chr5	-	136363295	ENSMUSG00000029705.17	Cux1
ENSMUST00000030771.11	chr5	-	21785251	ENSMUSG00000029014.14	Dnajc2
ENSMUST00000115193.7	chr5	-	21785184	ENSMUSG00000029014.14	Dnajc2
ENSMUST00000132962.7	chr5	-	21785170	ENSMUSG00000029014.14	Dnajc2
ENSMUST00000115195.7	chr5	-	21785216	ENSMUSG00000029014.14	Dnajc2
ENSMUST00000088311.5	chr5	-	24527202	ENSMUSG00000067724.5	Gbx1
ENSMUST00000174734.7	chr5	-	25300075	ENSMUSG00000038056.15	Kmt2c
ENSMUST00000172556.7	chr5	-	25308550	ENSMUSG00000038056.15	Kmt2c
ENSMUST00000045291.13	chr5	-	25498745	ENSMUSG00000038056.15	Kmt2c
ENSMUST00000173073.7	chr5	-	25498702	ENSMUSG00000038056.15	Kmt2c
ENSMUST00000173174.1	chr5	-	25498755	ENSMUSG00000038056.15	Kmt2c
ENSMUST00000172626.1	chr5	-	25498783	ENSMUSG00000038056.15	Kmt2c
ENSMUST00000144742.5	chr5	+	30666776	ENSMUSG00000029177.9	Cenpa
ENSMUST00000133316.7	chr5	+	30666896	ENSMUSG00000029177.9	Cenpa
ENSMUST00000134846.7	chr5	+	30666911	ENSMUSG00000029177.9	Cenpa
ENSMUST00000150810.7	chr5	+	30666934	ENSMUSG00000029177.9	Cenpa
ENSMUST00000199320.4	chr5	+	30666956	ENSMUSG00000029177.9	Cenpa
ENSMUST00000031073.9	chr5	+	30666973	ENSMUSG00000029177.9	Cenpa
ENSMUST00000199617.1	chr5	+	30666997	ENSMUSG00000029177.9	Cenpa
ENSMUST00000172923.1	chr5	+	35389107	ENSMUSG00000067438.5	Hmx1
ENSMUST00000087674.5	chr5	+	35389116	ENSMUSG00000067438.5	Hmx1
ENSMUST00000045586.12	chr5	-	45857615	ENSMUSG00000015882.18	Lcorl
ENSMUST00000238522.1	chr5	-	45857615	ENSMUSG00000015882.18	Lcorl
ENSMUST00000190036.6	chr5	-	45857467	ENSMUSG00000015882.18	Lcorl
ENSMUST00000121573.7	chr5	-	45856553	ENSMUSG00000015882.18	Lcorl
ENSMUST00000087164.9	chr5	-	45856551	ENSMUSG00000015882.18	Lcorl
ENSMUST00000016026.13	chr5	-	45857513	ENSMUSG00000015882.18	Lcorl
ENSMUST00000087360.8	chr5	+	53555833	ENSMUSG00000039191.12	Rbpj
ENSMUST00000037618.12	chr5	+	53590213	ENSMUSG00000039191.12	Rbpj
ENSMUST00000201912.3	chr5	+	53590367	ENSMUSG00000039191.12	Rbpj
ENSMUST00000113865.4	chr5	+	53590470	ENSMUSG00000039191.12	Rbpj
ENSMUST00000201883.3	chr5	+	53590980	ENSMUSG00000039191.12	Rbpj
ENSMUST00000202651.3	chr5	-	76304792	ENSMUSG00000029238.11	Clock
ENSMUST00000075159.4	chr5	-	76304548	ENSMUSG00000029238.11	Clock
ENSMUST00000202857.3	chr5	-	76304754	ENSMUSG00000029238.11	Clock
ENSMUST00000200957.3	chr5	-	76304772	ENSMUSG00000029238.11	Clock
ENSMUST00000201052.1	chr5	-	76304772	ENSMUSG00000029238.11	Clock
ENSMUST00000210477.1	chr5	+	98167197	ENSMUSG00000035456.9	Prdm8
ENSMUST00000112696.7	chr5	-	106696830	ENSMUSG00000049606.16	Zfp644
ENSMUST00000045466.13	chr5	-	106695975	ENSMUSG00000049606.16	Zfp644
ENSMUST00000112698.7	chr5	-	106696830	ENSMUSG00000049606.16	Zfp644
ENSMUST00000112695.3	chr5	-	106696597	ENSMUSG00000049606.16	Zfp644
ENSMUST00000125895.1	chr5	-	106696805	ENSMUSG00000049606.16	Zfp644
ENSMUST00000127434.7	chr5	-	106696826	ENSMUSG00000049606.16	Zfp644
ENSMUST00000137285.7	chr5	-	106696564	ENSMUSG00000049606.16	Zfp644
ENSMUST00000155495.7	chr5	-	106696650	ENSMUSG00000049606.16	Zfp644
ENSMUST00000124263.1	chr5	-	106696564	ENSMUSG00000049606.16	Zfp644
ENSMUST00000135108.1	chr5	-	106696650	ENSMUSG00000049606.16	Zfp644
ENSMUST00000200481.1	chr5	-	106695023	ENSMUSG00000049606.16	Zfp644
ENSMUST00000142391.7	chr5	-	106696166	ENSMUSG00000049606.16	Zfp644
ENSMUST00000127572.1	chr5	-	106696546	ENSMUSG00000049606.16	Zfp644
ENSMUST00000148192.1	chr5	-	106696544	ENSMUSG00000049606.16	Zfp644
ENSMUST00000031535.11	chr5	-	114971067	ENSMUSG00000029556.12	Hnf1a
ENSMUST00000176911.7	chr5	-	114970844	ENSMUSG00000029556.12	Hnf1a
ENSMUST00000111752.9	chr5	-	122049851	ENSMUSG00000042589.18	Cux2
ENSMUST00000086317.11	chr5	-	122047825	ENSMUSG00000042589.18	Cux2
ENSMUST00000168288.8	chr5	-	121924921	ENSMUSG00000042589.18	Cux2
ENSMUST00000133760.7	chr5	-	121915072	ENSMUSG00000042589.18	Cux2
ENSMUST00000154139.7	chr5	-	122050102	ENSMUSG00000042589.18	Cux2
ENSMUST00000134326.1	chr5	-	122002344	ENSMUSG00000042589.18	Cux2
ENSMUST00000155396.1	chr5	-	121916734	ENSMUSG00000042589.18	Cux2
ENSMUST00000125267.1	chr5	-	122047891	ENSMUSG00000042589.18	Cux2
ENSMUST00000125053.7	chr5	-	125042812	ENSMUSG00000029478.16	Ncor2
ENSMUST00000111402.8	chr5	-	125179214	ENSMUSG00000029478.16	Ncor2
ENSMUST00000111398.7	chr5	-	125179219	ENSMUSG00000029478.16	Ncor2
ENSMUST00000111393.7	chr5	-	125179180	ENSMUSG00000029478.16	Ncor2
ENSMUST00000086083.10	chr5	-	125179053	ENSMUSG00000029478.16	Ncor2
ENSMUST00000055256.13	chr5	-	125124900	ENSMUSG00000029478.16	Ncor2
ENSMUST00000111394.7	chr5	-	125179202	ENSMUSG00000029478.16	Ncor2
ENSMUST00000134404.5	chr5	-	125058400	ENSMUSG00000029478.16	Ncor2
ENSMUST00000142385.7	chr5	+	135106903	ENSMUSG00000005373.13	Mlxipl
ENSMUST00000128691.7	chr5	+	135106912	ENSMUSG00000005373.13	Mlxipl
ENSMUST00000129008.4	chr5	+	135106912	ENSMUSG00000005373.13	Mlxipl
ENSMUST00000153519.7	chr5	+	135106912	ENSMUSG00000005373.13	Mlxipl
ENSMUST00000005507.9	chr5	+	135106917	ENSMUSG00000005373.13	Mlxipl
ENSMUST00000123370.2	chr5	+	135133630	ENSMUSG00000005373.13	Mlxipl
ENSMUST00000176501.1	chr5	-	136567252	ENSMUSG00000029705.17	Cux1
ENSMUST00000100540.9	chr5	+	137745729	ENSMUSG00000029723.16	Tsc22d4
ENSMUST00000100539.9	chr5	+	137745995	ENSMUSG00000029723.16	Tsc22d4
ENSMUST00000129399.1	chr5	+	137751181	ENSMUSG00000029723.16	Tsc22d4
ENSMUST00000049393.14	chr5	-	138155744	ENSMUSG00000037007.17	Zfp113
ENSMUST00000165640.7	chr5	-	138152899	ENSMUSG00000037007.17	Zfp113
ENSMUST00000161448.7	chr5	-	143270022	ENSMUSG00000046658.16	Zfp316
ENSMUST00000051665.8	chr5	-	143264656	ENSMUSG00000046658.16	Zfp316
ENSMUST00000202133.3	chr5	-	149184489	ENSMUSG00000066551.12	Hmgb1
ENSMUST00000140871.1	chr5	-	3641539	ENSMUSG00000007415.15	Gatad1
ENSMUST00000007559.14	chr5	-	3647934	ENSMUSG00000007415.15	Gatad1
ENSMUST00000196304.1	chr5	-	3657185	ENSMUSG00000007415.15	Gatad1
ENSMUST00000119783.1	chr5	-	3647806	ENSMUSG00000007415.15	Gatad1
ENSMUST00000071921.12	chr5	-	9161776	ENSMUSG00000042508.16	Dmtf1
ENSMUST00000184159.7	chr5	-	9161719	ENSMUSG00000042508.16	Dmtf1
ENSMUST00000095017.10	chr5	-	9161749	ENSMUSG00000042508.16	Dmtf1
ENSMUST00000184120.7	chr5	-	9161752	ENSMUSG00000042508.16	Dmtf1
ENSMUST00000184888.7	chr5	-	9161759	ENSMUSG00000042508.16	Dmtf1
ENSMUST00000184401.7	chr5	-	9153148	ENSMUSG00000042508.16	Dmtf1
ENSMUST00000184620.7	chr5	-	9161743	ENSMUSG00000042508.16	Dmtf1
ENSMUST00000183448.7	chr5	-	9161671	ENSMUSG00000042508.16	Dmtf1
ENSMUST00000183347.1	chr5	-	9120731	ENSMUSG00000042508.16	Dmtf1
ENSMUST00000183973.7	chr5	-	9161701	ENSMUSG00000042508.16	Dmtf1
ENSMUST00000184370.1	chr5	-	9126577	ENSMUSG00000042508.16	Dmtf1
