Ensembl	Symbol	Family	Protein	Entrez ID
ENSMUSG00000037007	Zfp113	zf-C2H2	ENSMUSP00000127561;ENSMUSP00000041796;	56314
ENSMUSG00000073448	Gm10509	zf-C2H2	ENSMUSP00000094996;	-
ENSMUSG00000116232	Zfp987	zf-C2H2	ENSMUSP00000155733;	-
ENSMUSG00000049577	Zfpm1	zf-C2H2	ENSMUSP00000058037;	22761
ENSMUSG00000074837	Gm10770	zf-C2H2	ENSMUSP00000097015;	-
ENSMUSG00000034071	Zfp551	zf-C2H2	ENSMUSP00000079222;	619331
ENSMUSG00000037243	Zfp692	zf-C2H2	ENSMUSP00000126674;ENSMUSP00000131896;	103836
ENSMUSG00000054893	Zfp667	zf-C2H2	ENSMUSP00000128658;ENSMUSP00000104202;ENSMUSP00000083507;	384763
ENSMUSG00000068134	Zfp120	zf-C2H2	ENSMUSP00000092116;ENSMUSP00000086615;	104348
ENSMUSG00000014039	Prdm15	zf-C2H2	ENSMUSP00000093533;ENSMUSP00000120497;ENSMUSP00000113791;	114604
ENSMUSG00000030087	Klf15	zf-C2H2	ENSMUSP00000144962;ENSMUSP00000144808;ENSMUSP00000109158;ENSMUSP00000032174;	66277
ENSMUSG00000039841	Zfp800	zf-C2H2	ENSMUSP00000039222;ENSMUSP00000110975;ENSMUSP00000110976;	627049
ENSMUSG00000071291	Zfp58	zf-C2H2	ENSMUSP00000132285;ENSMUSP00000075487;ENSMUSP00000129177;ENSMUSP00000089108;	238693
ENSMUSG00000051469	Zfp24	zf-C2H2	ENSMUSP00000064637;ENSMUSP00000122579;	59057
ENSMUSG00000100305	Gm28360	zf-C2H2	ENSMUSP00000140444;	-
ENSMUSG00000066721	Zfp575	zf-C2H2	ENSMUSP00000092294;	101544
ENSMUSG00000045466	Zfp956	zf-C2H2	ENSMUSP00000098989;	101197
ENSMUSG00000078868	Gm14412	zf-C2H2	ENSMUSP00000104587;	-
ENSMUSG00000024050	Wiz	zf-C2H2	ENSMUSP00000069443;ENSMUSP00000126253;ENSMUSP00000084993;	22404
ENSMUSG00000074735	Gm21994	zf-C2H2	ENSMUSP00000075719;	-
ENSMUSG00000024276	Zfp397	zf-C2H2	ENSMUSP00000057253;	69256
ENSMUSG00000059475	Zfp426	zf-C2H2	ENSMUSP00000130945;ENSMUSP00000127045;ENSMUSP00000079250;ENSMUSP00000129727;ENSMUSP00000126446;ENSMUSP00000111224;	235028
ENSMUSG00000054716	Zfp771	zf-C2H2	ENSMUSP00000056959;	244216
ENSMUSG00000078495	Zfp984	zf-C2H2	ENSMUSP00000101360;ENSMUSP00000114023;	100041677
ENSMUSG00000089857	Zfp882	zf-C2H2	ENSMUSP00000105629;	382019
ENSMUSG00000071266	Zfp946	zf-C2H2	ENSMUSP00000132940;ENSMUSP00000086141;ENSMUSP00000113244;	74149
ENSMUSG00000079009	Gm14139	zf-C2H2	ENSMUSP00000105552;ENSMUSP00000105555;	100271882
ENSMUSG00000039634	Zfp189	zf-C2H2	ENSMUSP00000103324;ENSMUSP00000036663;	230162
ENSMUSG00000001280	Sp1	zf-C2H2	ENSMUSP00000130747;ENSMUSP00000001326;	20683
ENSMUSG00000049421	Zfp260	zf-C2H2	ENSMUSP00000052200;ENSMUSP00000103835;	26466
ENSMUSG00000049532	Sall2	zf-C2H2	ENSMUSP00000154331;ENSMUSP00000056401;	50524
ENSMUSG00000051550	Zfp579	zf-C2H2	ENSMUSP00000123963;ENSMUSP00000104212;ENSMUSP00000124074;	68490
ENSMUSG00000035529	Prdm4	zf-C2H2	ENSMUSP00000041942;ENSMUSP00000151931;	72843
ENSMUSG00000046982	Tshz1	zf-C2H2	ENSMUSP00000089388;	110796
ENSMUSG00000047371	Zfp768	zf-C2H2	ENSMUSP00000055374;ENSMUSP00000145704;	233890
ENSMUSG00000058748	Zfp958	zf-C2H2	ENSMUSP00000072937;ENSMUSP00000143842;	233987
ENSMUSG00000030678	Maz	zf-C2H2	ENSMUSP00000145619;ENSMUSP00000032916;ENSMUSP00000145610;	17188
ENSMUSG00000038630	Zkscan16	zf-C2H2	ENSMUSP00000103178;	100041581
ENSMUSG00000067942	Zfp160	zf-C2H2	ENSMUSP00000086191;	224585
ENSMUSG00000092260	Zfp963	zf-C2H2	ENSMUSP00000119087;	620419
ENSMUSG00000049755	Zfp672	zf-C2H2	ENSMUSP00000104457;ENSMUSP00000114561;ENSMUSP00000070567;ENSMUSP00000140236;ENSMUSP00000060088;	319475
ENSMUSG00000079038	D130040H23Rik	zf-C2H2	ENSMUSP00000148399;	211135
ENSMUSG00000062012	Zfp13	zf-C2H2	ENSMUSP00000111178;ENSMUSP00000054595;	22654
ENSMUSG00000069476	Zfp616	zf-C2H2	ENSMUSP00000136549;	327963
ENSMUSG00000018654	Ikzf1	zf-C2H2	ENSMUSP00000075992;ENSMUSP00000018798;ENSMUSP00000046974;ENSMUSP00000119960;ENSMUSP00000067372;	22778
ENSMUSG00000110103	Zscan4-ps1	zf-C2H2	ENSMUSP00000131258;	-
ENSMUSG00000078864	Gm14322	zf-C2H2	ENSMUSP00000104570;ENSMUSP00000136870;	626802
ENSMUSG00000078898	Zfp968	zf-C2H2	ENSMUSP00000104675;	100043914
ENSMUSG00000099689	Zfp383	zf-C2H2	ENSMUSP00000140742;	73729
ENSMUSG00000048728	Zfp454	zf-C2H2	ENSMUSP00000061824;ENSMUSP00000129125;ENSMUSP00000104759;	237758
ENSMUSG00000092335	Zfp977	zf-C2H2	ENSMUSP00000134517;	208111
ENSMUSG00000095199	Zfp967	zf-C2H2	ENSMUSP00000136521;	100303732
ENSMUSG00000027109	Sp3	zf-C2H2	ENSMUSP00000099750;ENSMUSP00000065807;	20687
ENSMUSG00000028799	Zfp362	zf-C2H2	ENSMUSP00000101686;ENSMUSP00000065733;ENSMUSP00000128499;	230761
ENSMUSG00000029729	Zkscan1	zf-C2H2	ENSMUSP00000106588;ENSMUSP00000019660;ENSMUSP00000106587;ENSMUSP00000068480;	74570
ENSMUSG00000014303	Glis2	zf-C2H2	ENSMUSP00000014447;	83396
ENSMUSG00000078886	Gm2026	zf-C2H2	ENSMUSP00000104636;	100039060
ENSMUSG00000110277	Gm45871	zf-C2H2	ENSMUSP00000147542;	108168395
ENSMUSG00000029627	Zkscan14	zf-C2H2	ENSMUSP00000124196;ENSMUSP00000031632;	67235
ENSMUSG00000078879	Zfp973	zf-C2H2	ENSMUSP00000104613;	545490
ENSMUSG00000005621	Zfp592	zf-C2H2	ENSMUSP00000102976;	233410
ENSMUSG00000058900	Rsl1	zf-C2H2	ENSMUSP00000021997;	380855
ENSMUSG00000074220	Zfp382	zf-C2H2	ENSMUSP00000096196;	233060
ENSMUSG00000020335	Zfp354b	zf-C2H2	ENSMUSP00000104752;ENSMUSP00000127671;	27274
ENSMUSG00000041483	Zfp281	zf-C2H2	ENSMUSP00000039003;ENSMUSP00000107677;	226442
ENSMUSG00000038560	Sp6	zf-C2H2	ENSMUSP00000103248;ENSMUSP00000039307;	83395
ENSMUSG00000055240	Zfp101	zf-C2H2	ENSMUSP00000132508;	22643
ENSMUSG00000019338	Zfp687	zf-C2H2	ENSMUSP00000019482;	78266
ENSMUSG00000035868	Zfp983	zf-C2H2	ENSMUSP00000039392;	73229
ENSMUSG00000046873	Mbtps2	zf-C2H2	ENSMUSP00000137233;	270669
ENSMUSG00000058291	Zfp68	zf-C2H2	ENSMUSP00000083013;ENSMUSP00000069615;ENSMUSP00000106530;	24135
ENSMUSG00000054715	Zscan22	zf-C2H2	ENSMUSP00000113486;ENSMUSP00000112684;ENSMUSP00000113314;ENSMUSP00000057651;	232878
ENSMUSG00000078861	Zfp931	zf-C2H2	ENSMUSP00000104552;	353208
ENSMUSG00000033730	Egr3	zf-C2H2	ENSMUSP00000037042;ENSMUSP00000153491;	13655
ENSMUSG00000045251	Zfp688	zf-C2H2	ENSMUSP00000119731;ENSMUSP00000101907;	69234
ENSMUSG00000049295	Zfp219	zf-C2H2	ENSMUSP00000154200;ENSMUSP00000068184;ENSMUSP00000154448;ENSMUSP00000153966;ENSMUSP00000153742;ENSMUSP00000154709;ENSMUSP00000126854;ENSMUSP00000154367;ENSMUSP00000154768;	69890
ENSMUSG00000018377	Vezf1	zf-C2H2	ENSMUSP00000018521;ENSMUSP00000114394;	22344
ENSMUSG00000043059	Zfp513	zf-C2H2	ENSMUSP00000031562;ENSMUSP00000110238;	101023
ENSMUSG00000000078	Klf6	zf-C2H2	ENSMUSP00000000080;	23849
ENSMUSG00000058093	Zfp729b	zf-C2H2	ENSMUSP00000012873;ENSMUSP00000115783;	100416706
ENSMUSG00000062518	Zfp534	zf-C2H2	ENSMUSP00000113561;	100503584
ENSMUSG00000036721	Zscan12	zf-C2H2	ENSMUSP00000153548;ENSMUSP00000058904;ENSMUSP00000097308;	22758
ENSMUSG00000066009	Zfp987	zf-C2H2	ENSMUSP00000089493;	626316
ENSMUSG00000078995	Zfp456	zf-C2H2	ENSMUSP00000059686;	408065
ENSMUSG00000067916	Zfp991	zf-C2H2	ENSMUSP00000081167;	666532
ENSMUSG00000042472	Zfp410	zf-C2H2	ENSMUSP00000152098;ENSMUSP00000152817;ENSMUSP00000152441;ENSMUSP00000152225;ENSMUSP00000152157;ENSMUSP00000045550;	52708
ENSMUSG00000055102	Zfp819	zf-C2H2	ENSMUSP00000112026;ENSMUSP00000032661;ENSMUSP00000113867;	74400
ENSMUSG00000054519	Zfp867	zf-C2H2	ENSMUSP00000050746;	237775
ENSMUSG00000007812	Zfp655	zf-C2H2	ENSMUSP00000128969;	72611
ENSMUSG00000068551	Zfp467	zf-C2H2	ENSMUSP00000110208;ENSMUSP00000110207;	68910
ENSMUSG00000000823	Zfp512b	zf-C2H2	ENSMUSP00000121721;ENSMUSP00000104417;ENSMUSP00000115601;ENSMUSP00000123579;	269401
ENSMUSG00000051499	Zfp786	zf-C2H2	ENSMUSP00000057495;	330301
ENSMUSG00000021514	Zfp369	zf-C2H2	ENSMUSP00000119114;	170936
ENSMUSG00000030469	Zfp719	zf-C2H2	ENSMUSP00000050968;	210105
ENSMUSG00000069208	Zfp825	zf-C2H2	ENSMUSP00000144128;ENSMUSP00000073973;ENSMUSP00000152719;	235956
ENSMUSG00000078897	Gm4724	zf-C2H2	ENSMUSP00000104674;ENSMUSP00000104673;	100043915
ENSMUSG00000095990	Zfp97	zf-C2H2	ENSMUSP00000114301;	22759
ENSMUSG00000048897	Zfp710	zf-C2H2	ENSMUSP00000146148;ENSMUSP00000050577;ENSMUSP00000132361;ENSMUSP00000129357;	209225
ENSMUSG00000061898	Rbak	zf-C2H2	ENSMUSP00000128731;ENSMUSP00000059273;	57782
ENSMUSG00000035397	Klf16	zf-C2H2	ENSMUSP00000048825;	118445
ENSMUSG00000040478	Prdm13	zf-C2H2	ENSMUSP00000092761;ENSMUSP00000075562;	230025
ENSMUSG00000066797	Zfp648	zf-C2H2	ENSMUSP00000083370;	100503355
ENSMUSG00000074194	Zfp791	zf-C2H2	ENSMUSP00000147335;ENSMUSP00000096150;	244556
ENSMUSG00000046088	Gm9805	zf-C2H2	ENSMUSP00000085973;	-
ENSMUSG00000025407	Gli1	zf-C2H2	ENSMUSP00000026474;	14632
ENSMUSG00000029913	Prdm5	zf-C2H2	ENSMUSP00000031976;ENSMUSP00000031973;ENSMUSP00000079979;ENSMUSP00000133423;	70779
ENSMUSG00000066613	Zfp932	zf-C2H2	ENSMUSP00000108159;ENSMUSP00000140446;ENSMUSP00000119843;ENSMUSP00000121749;ENSMUSP00000108155;	69504
ENSMUSG00000022987	Zfp641	zf-C2H2	ENSMUSP00000133212;ENSMUSP00000023722;	239652
ENSMUSG00000078870	Gm14410	zf-C2H2	ENSMUSP00000114668;	-
ENSMUSG00000067928	Zfp760	zf-C2H2	ENSMUSP00000073038;	240034
ENSMUSG00000022529	Zfp263	zf-C2H2	ENSMUSP00000124433;ENSMUSP00000023176;	74120
ENSMUSG00000051341	Zfp52	zf-C2H2	ENSMUSP00000078233;	22710
ENSMUSG00000100512	Ovol3	zf-C2H2	ENSMUSP00000140811;	381867
ENSMUSG00000062101	Zfp119b	zf-C2H2	ENSMUSP00000058300;ENSMUSP00000139791;	240120
ENSMUSG00000039789	Zfp597	zf-C2H2	ENSMUSP00000088009;	71063
ENSMUSG00000034762	Glis1	zf-C2H2	ENSMUSP00000035650;ENSMUSP00000102349;	230587
ENSMUSG00000051184	Zfp524	zf-C2H2	ENSMUSP00000147095;ENSMUSP00000083533;ENSMUSP00000146921;	66056
ENSMUSG00000116235	Trerf1	zf-C2H2	ENSMUSP00000155047;ENSMUSP00000155434;	-
ENSMUSG00000036036	Zfp57	zf-C2H2	ENSMUSP00000134418;ENSMUSP00000087414;ENSMUSP00000135655;ENSMUSP00000133894;ENSMUSP00000133821;ENSMUSP00000065811;	22715
ENSMUSG00000052040	Klf13	zf-C2H2	ENSMUSP00000067680;	50794
ENSMUSG00000038895	Zfp653	zf-C2H2	ENSMUSP00000045895;ENSMUSP00000137064;	319601
ENSMUSG00000112160	BC024063	zf-C2H2	ENSMUSP00000151688;	666584
ENSMUSG00000050619	Zscan29	zf-C2H2	ENSMUSP00000106289;ENSMUSP00000125987;	99334
ENSMUSG00000037868	Egr2	zf-C2H2	ENSMUSP00000041053;ENSMUSP00000116799;ENSMUSP00000101078;	13654
ENSMUSG00000045598	Zfp553	zf-C2H2	ENSMUSP00000060967;ENSMUSP00000101919;	233887
ENSMUSG00000070420	Zscan25	zf-C2H2	ENSMUSP00000091664;	666311
ENSMUSG00000090093	Gm14399	zf-C2H2	ENSMUSP00000104557;ENSMUSP00000104688;	665001
ENSMUSG00000078869	Gm14409	zf-C2H2	ENSMUSP00000104591;	-
ENSMUSG00000079215	Zfp664	zf-C2H2	ENSMUSP00000107048;	269704
ENSMUSG00000025821	Zfp282	zf-C2H2	ENSMUSP00000053643;	101095
ENSMUSG00000042097	Zfp239	zf-C2H2	ENSMUSP00000128270;ENSMUSP00000078374;	22685
ENSMUSG00000038346	Zfp384	zf-C2H2	ENSMUSP00000085648;ENSMUSP00000081296;ENSMUSP00000108043;ENSMUSP00000037986;ENSMUSP00000108047;ENSMUSP00000108044;ENSMUSP00000108046;ENSMUSP00000086354;	269800
ENSMUSG00000070605	Zfp992	zf-C2H2	ENSMUSP00000101359;	433791
ENSMUSG00000046658	Zfp316	zf-C2H2	ENSMUSP00000125416;ENSMUSP00000059418;	54201
ENSMUSG00000057101	Zfp180	zf-C2H2	ENSMUSP00000064611;	210135
ENSMUSG00000069378	Prdm6	zf-C2H2	ENSMUSP00000111056;ENSMUSP00000111057;ENSMUSP00000114644;ENSMUSP00000089513;	225518
ENSMUSG00000094441	Zfp955a	zf-C2H2	ENSMUSP00000008830;	77652
ENSMUSG00000069727	Zfp975	zf-C2H2	ENSMUSP00000103626;	434179
ENSMUSG00000090659	Zfp493	zf-C2H2	ENSMUSP00000132282;ENSMUSP00000152847;	72958
ENSMUSG00000034800	Zfp661	zf-C2H2	ENSMUSP00000105997;ENSMUSP00000076637;ENSMUSP00000105995;ENSMUSP00000132820;	72180
ENSMUSG00000078497	Zfp978	zf-C2H2	ENSMUSP00000114248;	-
ENSMUSG00000060301	2610008E11Rik	zf-C2H2	ENSMUSP00000044020;	72128
ENSMUSG00000038418	Egr1	zf-C2H2	ENSMUSP00000126931;ENSMUSP00000069616;	13653
ENSMUSG00000095909	Gm10324	zf-C2H2	ENSMUSP00000090190;	628709
ENSMUSG00000017667	Zfp334	zf-C2H2	ENSMUSP00000099373;	228876
ENSMUSG00000078496	Zfp982	zf-C2H2	ENSMUSP00000101346;ENSMUSP00000068021;	195531
ENSMUSG00000068859	Sp9	zf-C2H2	ENSMUSP00000088322;	381373
ENSMUSG00000072623	Zfp9	zf-C2H2	ENSMUSP00000123810;	22750
ENSMUSG00000078500	Zfp986	zf-C2H2	ENSMUSP00000116281;ENSMUSP00000130542;	-
ENSMUSG00000067860	Zic3	zf-C2H2	ENSMUSP00000085999;ENSMUSP00000086003;ENSMUSP00000086001;	22773
ENSMUSG00000073423	Zfp414	zf-C2H2	ENSMUSP00000129423;ENSMUSP00000127118;ENSMUSP00000073259;	328801
ENSMUSG00000030386	Zfp606	zf-C2H2	ENSMUSP00000096421;ENSMUSP00000148075;	67370
ENSMUSG00000070828	Zscan4f	zf-C2H2	ENSMUSP00000120149;	665902
ENSMUSG00000031374	Zfp92	zf-C2H2	ENSMUSP00000083661;ENSMUSP00000033740;	22754
ENSMUSG00000000103	Zfy2	zf-C2H2	ENSMUSP00000111557;ENSMUSP00000139591;	22768
ENSMUSG00000087598	Zfp111	zf-C2H2	ENSMUSP00000129484;ENSMUSP00000083169;ENSMUSP00000083174;	56707
ENSMUSG00000028487	Bnc2	zf-C2H2	ENSMUSP00000102816;ENSMUSP00000135375;ENSMUSP00000135607;ENSMUSP00000135480;ENSMUSP00000135580;ENSMUSP00000135778;ENSMUSP00000099884;	242509
ENSMUSG00000023902	Zscan10	zf-C2H2	ENSMUSP00000113386;ENSMUSP00000093255;ENSMUSP00000116748;ENSMUSP00000120876;ENSMUSP00000114341;ENSMUSP00000118987;ENSMUSP00000111171;	332221
ENSMUSG00000031665	Sall1	zf-C2H2	ENSMUSP00000034090;	58198
ENSMUSG00000052253	Zfp622	zf-C2H2	ENSMUSP00000059678;ENSMUSP00000153839;	52521
ENSMUSG00000056014	A430033K04Rik	zf-C2H2	ENSMUSP00000142904;ENSMUSP00000067316;	243308
ENSMUSG00000064141	Zfp69	zf-C2H2	ENSMUSP00000101887;ENSMUSP00000101888;	381549
ENSMUSG00000048562	Sp8	zf-C2H2	ENSMUSP00000065746;	320145
ENSMUSG00000063281	Zfp35	zf-C2H2	ENSMUSP00000074475;	22694
ENSMUSG00000030823	9130019O22Rik	zf-C2H2	ENSMUSP00000038195;	78921
ENSMUSG00000056383	AI987944	zf-C2H2	ENSMUSP00000145621;ENSMUSP00000071708;ENSMUSP00000145565;	233168
ENSMUSG00000046351	Zfp322a	zf-C2H2	ENSMUSP00000061524;ENSMUSP00000118754;ENSMUSP00000120804;ENSMUSP00000119883;	218100
ENSMUSG00000001065	Zfp276	zf-C2H2	ENSMUSP00000001092;	57247
ENSMUSG00000095193	Gm20939	zf-C2H2	ENSMUSP00000103642;	100044193
ENSMUSG00000071267	Zfp942	zf-C2H2	ENSMUSP00000073907;ENSMUSP00000089494;	73233
ENSMUSG00000095362	Gm14325	zf-C2H2	ENSMUSP00000140685;ENSMUSP00000104567;	329575
ENSMUSG00000052676	Zmat1	zf-C2H2	ENSMUSP00000066815;ENSMUSP00000108810;	215693
ENSMUSG00000003198	Zfp959	zf-C2H2	ENSMUSP00000053979;	224893
ENSMUSG00000078876	Gm14408	zf-C2H2	ENSMUSP00000113743;	-
ENSMUSG00000071281	Zfp65	zf-C2H2	ENSMUSP00000123380;ENSMUSP00000153058;ENSMUSP00000117218;ENSMUSP00000072900;	235907
ENSMUSG00000053985	Zfp14	zf-C2H2	ENSMUSP00000146824;ENSMUSP00000076960;ENSMUSP00000146913;	243906
ENSMUSG00000067430	Zfp763	zf-C2H2	ENSMUSP00000084936;	73451
ENSMUSG00000110190	Zscan4-ps2	zf-C2H2	ENSMUSP00000089014;	-
ENSMUSG00000037017	Zscan21	zf-C2H2	ENSMUSP00000106586;ENSMUSP00000106585;ENSMUSP00000053430;ENSMUSP00000106584;ENSMUSP00000079557;	22697
ENSMUSG00000073197	5730507C01Rik	zf-C2H2	ENSMUSP00000137525;ENSMUSP00000099112;	236366
ENSMUSG00000078877	Gm14295	zf-C2H2	ENSMUSP00000119262;	100039123
ENSMUSG00000053211	Zfy1	zf-C2H2	ENSMUSP00000140600;ENSMUSP00000069364;	22767
ENSMUSG00000050945	Zfp438	zf-C2H2	ENSMUSP00000067049;	240186
ENSMUSG00000101303	B020011L13Rik	zf-C2H2	ENSMUSP00000140211;	-
ENSMUSG00000074165	Zfp788	zf-C2H2	ENSMUSP00000097847;ENSMUSP00000096108;ENSMUSP00000116050;ENSMUSP00000035499;ENSMUSP00000132848;	67607
ENSMUSG00000045268	Zfp691	zf-C2H2	ENSMUSP00000053013;ENSMUSP00000101962;ENSMUSP00000136119;	195522
ENSMUSG00000063047	Zfp780b	zf-C2H2	ENSMUSP00000146224;ENSMUSP00000080324;	338354
ENSMUSG00000019817	Plagl1	zf-C2H2	ENSMUSP00000112847;ENSMUSP00000112889;ENSMUSP00000113710;ENSMUSP00000117321;ENSMUSP00000141514;	22634
ENSMUSG00000002617	Zfp40	zf-C2H2	ENSMUSP00000039794;ENSMUSP00000121359;ENSMUSP00000128758;	22700
ENSMUSG00000030145	Zfp248	zf-C2H2	ENSMUSP00000124539;ENSMUSP00000068807;	72720
ENSMUSG00000068959	Zfp619	zf-C2H2	ENSMUSP00000103650;	70227
ENSMUSG00000044296	Zfp879	zf-C2H2	ENSMUSP00000104762;ENSMUSP00000061782;ENSMUSP00000104761;	214779
ENSMUSG00000016458	Wt1	zf-C2H2	ENSMUSP00000120054;ENSMUSP00000150563;ENSMUSP00000120702;ENSMUSP00000106728;ENSMUSP00000123592;ENSMUSP00000117891;ENSMUSP00000106727;	22431
ENSMUSG00000000861	Bcl11a	zf-C2H2	ENSMUSP00000105140;ENSMUSP00000000881;	14025
ENSMUSG00000092544	Gm20422	zf-C2H2	ENSMUSP00000123252;	-
ENSMUSG00000066829	Zfp810	zf-C2H2	ENSMUSP00000083459;	235050
ENSMUSG00000071256	Zfp213	zf-C2H2	ENSMUSP00000093266;	449521
ENSMUSG00000071064	Zfp827	zf-C2H2	ENSMUSP00000119511;ENSMUSP00000085238;ENSMUSP00000120562;ENSMUSP00000120913;ENSMUSP00000096214;ENSMUSP00000113199;ENSMUSP00000114208;	622675
ENSMUSG00000059975	Zfp74	zf-C2H2	ENSMUSP00000032797;ENSMUSP00000103840;	72723
ENSMUSG00000042063	Zfp386	zf-C2H2	ENSMUSP00000073241;ENSMUSP00000138305;	56220
ENSMUSG00000067931	Zfp948	zf-C2H2	ENSMUSP00000086166;	381066
ENSMUSG00000043602	Zfp3	zf-C2H2	ENSMUSP00000054020;	193043
ENSMUSG00000074406	Zfp628	zf-C2H2	ENSMUSP00000112058;	232816
ENSMUSG00000046541	Zfp526	zf-C2H2	ENSMUSP00000053567;	210172
ENSMUSG00000109969	Zscan4-ps3	zf-C2H2	ENSMUSP00000147528;	-
ENSMUSG00000079008	Gm14124	zf-C2H2	ENSMUSP00000105548;	100216455
ENSMUSG00000055305	Zfp93	zf-C2H2	ENSMUSP00000104077;ENSMUSP00000032696;	22755
ENSMUSG00000038797	Zscan2	zf-C2H2	ENSMUSP00000042321;ENSMUSP00000121143;	22691
ENSMUSG00000028634	Hivep3	zf-C2H2	ENSMUSP00000130249;ENSMUSP00000101914;	16656
ENSMUSG00000074731	Zfp345	zf-C2H2	ENSMUSP00000105540;	545471
ENSMUSG00000060257	Scrt2	zf-C2H2	ENSMUSP00000066280;	545474
ENSMUSG00000048387	Osr1	zf-C2H2	ENSMUSP00000055486;	23967
ENSMUSG00000062743	Zfp677	zf-C2H2	ENSMUSP00000052667;ENSMUSP00000125295;	210503
ENSMUSG00000072774	Zfp951	zf-C2H2	ENSMUSP00000087350;ENSMUSP00000140625;	626391
ENSMUSG00000061894	Zscan20	zf-C2H2	ENSMUSP00000095487;	269585
ENSMUSG00000098810	CAAA01180111	zf-C2H2	ENSMUSP00000140164;ENSMUSP00000138993;ENSMUSP00000139321;ENSMUSP00000141114;	-
ENSMUSG00000054939	Zfp174	zf-C2H2	ENSMUSP00000045805;	385674
ENSMUSG00000018168	Ikzf3	zf-C2H2	ENSMUSP00000099430;	22780
ENSMUSG00000018678	Sp2	zf-C2H2	ENSMUSP00000103249;ENSMUSP00000051403;ENSMUSP00000103250;	78912
ENSMUSG00000044934	Zfp367	zf-C2H2	ENSMUSP00000050854;ENSMUSP00000113331;	238673
ENSMUSG00000062519	Zfp398	zf-C2H2	ENSMUSP00000110245;ENSMUSP00000078806;	272347
ENSMUSG00000060336	Zfp937	zf-C2H2	ENSMUSP00000073454;	245174
ENSMUSG00000040321	Zfp770	zf-C2H2	ENSMUSP00000052194;	228491
ENSMUSG00000027547	Sall4	zf-C2H2	ENSMUSP00000099363;ENSMUSP00000119628;ENSMUSP00000074556;ENSMUSP00000029061;	99377
ENSMUSG00000002266	Zim1	zf-C2H2	ENSMUSP00000145453;ENSMUSP00000002336;ENSMUSP00000113585;	22776
ENSMUSG00000074500	Zfp558	zf-C2H2	ENSMUSP00000132305;	72230
ENSMUSG00000021743	Fezf2	zf-C2H2	ENSMUSP00000153647;ENSMUSP00000153090;ENSMUSP00000022262;	54713
ENSMUSG00000004500	Zfp324	zf-C2H2	ENSMUSP00000041944;	243834
ENSMUSG00000062761	Zfp512	zf-C2H2	ENSMUSP00000143874;ENSMUSP00000075613;ENSMUSP00000144433;ENSMUSP00000143860;	269639
ENSMUSG00000020364	Zfp354a	zf-C2H2	ENSMUSP00000020628;ENSMUSP00000099827;ENSMUSP00000104747;ENSMUSP00000104750;	21408
ENSMUSG00000024137	E4f1	zf-C2H2	ENSMUSP00000153746;ENSMUSP00000062344;ENSMUSP00000154438;ENSMUSP00000154444;ENSMUSP00000154556;	13560
ENSMUSG00000034430	Zxdc	zf-C2H2	ENSMUSP00000036329;ENSMUSP00000074619;ENSMUSP00000109167;	80292
ENSMUSG00000027667	Zfp639	zf-C2H2	ENSMUSP00000141341;ENSMUSP00000029203;ENSMUSP00000141446;	67778
ENSMUSG00000045639	Zfp629	zf-C2H2	ENSMUSP00000113903;ENSMUSP00000053760;ENSMUSP00000081612;ENSMUSP00000116375;ENSMUSP00000114772;	320683
ENSMUSG00000069743	Zfp820	zf-C2H2	ENSMUSP00000081158;	75424
ENSMUSG00000021327	Zkscan3	zf-C2H2	ENSMUSP00000068424;ENSMUSP00000153241;ENSMUSP00000112135;	72739
ENSMUSG00000029587	Zfp12	zf-C2H2	ENSMUSP00000032591;ENSMUSP00000076693;	231866
ENSMUSG00000020420	Zfp607a	zf-C2H2	ENSMUSP00000146261;ENSMUSP00000051496;ENSMUSP00000146006;	545938
ENSMUSG00000042439	Zfp532	zf-C2H2	ENSMUSP00000129390;ENSMUSP00000138315;ENSMUSP00000138663;ENSMUSP00000036582;	328977
ENSMUSG00000112640	Gm32687	zf-C2H2	ENSMUSP00000151266;	102635315
ENSMUSG00000057835	Zfp119a	zf-C2H2	ENSMUSP00000078587;	104349
ENSMUSG00000041649	Klf8	zf-C2H2	ENSMUSP00000044317;ENSMUSP00000108193;	245671
ENSMUSG00000048280	Zfp738	zf-C2H2	ENSMUSP00000121275;ENSMUSP00000135050;	408068
ENSMUSG00000074221	Zfp568	zf-C2H2	ENSMUSP00000073930;ENSMUSP00000118823;ENSMUSP00000137438;ENSMUSP00000118387;	243905
ENSMUSG00000054272	Zscan4c	zf-C2H2	ENSMUSP00000118506;	245109
ENSMUSG00000091474	2610021A01Rik	zf-C2H2	ENSMUSP00000127760;	668572
ENSMUSG00000048626	Klf17	zf-C2H2	ENSMUSP00000052316;	75753
ENSMUSG00000078887	Gm6710	zf-C2H2	ENSMUSP00000104640;	626832
ENSMUSG00000056300	Zfp981	zf-C2H2	ENSMUSP00000101361;ENSMUSP00000136739;	100041433
ENSMUSG00000074865	Zfp934	zf-C2H2	ENSMUSP00000152492;ENSMUSP00000080837;ENSMUSP00000099083;	77117
ENSMUSG00000057409	Zfp53	zf-C2H2	ENSMUSP00000075960;	24132
ENSMUSG00000012640	Zfp715	zf-C2H2	ENSMUSP00000103620;ENSMUSP00000012796;ENSMUSP00000040282;	69930
ENSMUSG00000003282	Plag1	zf-C2H2	ENSMUSP00000003369;	56711
